Company_Brand,Funding_Year,HeadQuarter,Sector,Amount($),Stage,Funding,Category
Kuku FM,2020,Mumbai,media,78571.43,Series A,Series_Stage,Others
SuperMoney,2020,Mumbai,fintech,14285.71,Pre Series A,Pre_Series Stage,Technology
Rebel Foods,2020,Unknown,food tech,70000.0,Unknown,Others,Technology
AlphaVector,2020,Bangalore,e tailor,4710672.330723327,Unknown,Others,Ai
Fox Capital,2020,Jaipur,fintech,35714.29,Unknown,Others,Technology
Tribe Theory,2020,Bangalore,accomodation,50000.0,Unknown,Others,Others
Fleetx,2020,Unknown,saas,20034.29,Series A,Series_Stage,Saas
Embibe,2020,Mumbai,edtech,180261.43,Unknown,Others,Technology
Entri,2020,Kochi,edtech,20000.0,Seed Round,Others,Technology
Oye! Rickshaw,2020,Unknown,e-mobility,142857.14,Series A,Series_Stage,Others
Seal Professional,2020,Bangalore,edtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Sprinng Foods,2020,Mumbai,food,4710672.330723327,Unknown,Others,Restaurant
1MG,2020,Gurugram,healthtech,141428.57,Unknown,Others,Technology
Aagey,2020,Bangalore,fintech,4710672.330723327,Unknown,Others,Technology
Doubtnut,2020,Gurugram,edtech,214285.71,Series A,Series_Stage,Technology
AdonMo,2020,Bangalore,ad-tech,42857.14,Unknown,Others,Technology
RACEnergy,2020,Unknown,e-mobility,4710672.330723327,Seed Round,Others,Others
BharatPe,2020,Delhi,fintech,1428571.43,Unknown,Others,Technology
Kisan Network,2020,Gurugram,agritech,42857.14,Seed Round,Others,Technology
Vogo,2020,Bangalore,automotive,500000.0,Series C,Series_Stage,Transportation
Yolo,2020,Gurugram,transport,8571.43,Seed Round,Others,Transportation
Unotech,2020,Mumbai,saas,28571.43,Unknown,Others,Saas
Zetwerk,2020,Bangalore,marketplace,31428.57,Unknown,Others,Others
CureSkin,2020,Bangalore,healthtech,7142.86,Unknown,Others,Technology
WizKlub,2020,Bangalore,edtech,14036.14,Seed Funding,Others,Technology
Interviewbit,2020,Pune,edtech,2857142.86,Series A,Series_Stage,Technology
MoneyTap,2020,Unknown,fintech,1002645.71,Series B,Series_Stage,Technology
Uniplatform Tech,2020,Delhi,saas,4710672.330723327,Unknown,Others,Saas
INdwealth,2020,Gurugram,fintech,171428.57,Series C,Series_Stage,Technology
Bizongo,2020,Mumbai,marketplace,428571.43,Series C,Series_Stage,Others
AppsFlyer,2020,Bangalore,saas,3000000.0,Series D,Series_Stage,Saas
Digit Insurance,2020,Bangalore,insurtech,1200000.0,Unknown,Others,Technology
Livspace,2020,Bangalore,interior design,857142.86,Series D,Series_Stage,Real estate
GetVantage,2020,Mumbai,fintech,4710672.330723327,Seed Round,Others,Technology
Konfinity,2020,Noida,edtech,4710672.330723327,Unknown,Others,Technology
Pine Labs,2020,Noida,fintech,4710672.330723327,Unknown,Others,Technology
Instoried,2020,Delhi,saas,4710672.330723327,Unknown,Others,Saas
Nupay,2020,Haryana,neo-banking,4710672.330723327,Unknown,Others,Finance
LogiNext,2020,Unknown,transport automation,557142.86,Series B,Series_Stage,Transportation
Samosa Singh,2020,Bangalore,food,38571.43,Series A,Series_Stage,Restaurant
Crysta,2020,Delhi,healthtech,20048.57,Pre Series A,Pre_Series Stage,Technology
Eupheus Learning,2020,New Delhi,edtech,61428.57,Series A,Series_Stage,Technology
Bounce,2020,Bangalore,automotive and rentals,1500000.0,Series D,Series_Stage,Transportation
Park+,2020,Unknown,techonology,157142.86,Unknown,Others,Technology
Goodmylk,2020,Bangalore,dairy,5714.29,Seed Round,Others,Farming
SmartKarrot,2020,Unknown,saas,14285.71,Unknown,Others,Saas
Skylo,2020,Unknown,iot,1471428.57,Series B,Series_Stage,Others
Tea Trunk,2020,Goa,beverage,3142.86,Unknown,Others,Restaurant
Zoomcar,2020,Bangalore,transport & rentals,428571.43,Series D,Series_Stage,Transportation
Mera Cashier,2020,Noida,fintech,3571.43,Seed Round,Others,Technology
Samya AI,2020,Unknown,saas,85714.29,Seed Round,Others,Saas
Kristal AI,2020,Unknown,ai,85714.29,Series A,Series_Stage,Ai
Invento Robotics,2020,Unknown,ai robotics,4018.57,Seed Round,Others,Ai
Zimyo,2020,Gurugram,hr tech,4710672.330723327,Unknown,Others,Technology
Sabse Sasta Dukaan,2020,Kolkata,pharmaceutical,4710672.330723327,Unknown,Others,Others
Fitphilia,2020,Mumbai,healthtech,4710672.330723327,Unknown,Others,Technology
Medicus,2020,Mumbai,healthtech,181.43,Unknown,Others,Technology
Monech,2020,Mumbai,fintech,181.43,Seed Round,Others,Technology
Teach Us,2020,Unknown,edtech,181.43,Seed Round,Others,Technology
Dealberg,2020,Bangalore,b2b marketplace,4710672.330723327,Unknown,Others,B2b
Phenom People,2020,Unknown,hr tech,428571.43,Series C,Series_Stage,Technology
Extra Edge,2020,Pune,edtech,10000.0,Pre Series A,Pre_Series Stage,Technology
Capital Quotient,2020,Bangalore,fintech,8571.43,Unknown,Others,Technology
Karfa,2020,Delhi,ecommerce,357.14,Seed Round,Others,Others
Gamerji,2020,Unknown,gaming,5714.29,Unknown,Others,Others
Bounce,2020,Bangalore,automotive and rentals,1392857.14,Series D,Series_Stage,Transportation
Zinier,2020,Bangalore,automation,1285714.29,Series C,Series_Stage,Transportation
ProEves,2020,Delhi,preschool daycare,7242.86,Seed Round,Others,Transportation
Toddle,2020,Bengaluru,unknown,4710672.330723327,Unknown,Others,Others
Aesthetic Nutrition,2020,Unknown,food diet,4710672.330723327,Pre Series A,Pre_Series Stage,Restaurant
Capital Float,2020,Bangalore,fintech,214285.71,Unknown,Others,Technology
Ninjacart,2020,Bangalore,b2b agritech,142857.14,Series C,Series_Stage,Technology
TechnifyBiz,2020,Unknown,b2b agritech,28571.43,Seed Round,Others,Technology
Wysh,2020,Hyderabad,e-connect,28571.43,Series A,Series_Stage,Others
Keito,2020,Pune,ai,2285.71,Seed Round,Others,Ai
Klub,2020,Unknown,fintech,28571.43,Pre Seed Round,Others,Technology
Aadhar,2020,Mumbai,ecommerce,4710672.330723327,Seed Round,Others,Others
IncubateHub,2020,Bengaluru,tech hub,4710672.330723327,Unknown,Others,Technology
Rage Coffee,2020,Delhi,fmcg,4710672.330723327,Unknown,Others,Others
Skilancer,2020,Noida,technology,4710672.330723327,Unknown,Others,Technology
Harappa Education,2020,New Delhi,edtech,4710672.330723327,Unknown,Others,Technology
Rheo,2020,Unknown,entertainment,28571.43,Unknown,Others,Social
Axio Biosolutions,2020,Bangalore,medtech,74285.71,Series B,Series_Stage,Technology
Techbooze,2020,Unknown,consultancy,214285.71,Series A,Series_Stage,Others
PayMart,2020,Chandigarh,fintech,4710672.330723327,Unknown,Others,Technology
Testbook,2020,Unknown,edtech,120000.0,Series B,Series_Stage,Technology
FabAlley,2020,Noida,ecommerce,15714.29,Unknown,Others,Others
HaikuJAM,2020,Unknown,unknown,48571.43,Unknown,Others,Others
Mamaearth,2020,Unknown,ecommerce,261428.57,Series A,Series_Stage,Others
Rentomojo,2020,Unknown,rental,28571.43,Unknown,Others,Others
Zomato,2020,Unknown,foodtech,2142857.14,Unknown,Others,Technology
Byju,2020,Unknown,edtech,2857142.86,Unknown,Others,Technology
Generico,2020,Mumbai,pharmacy,20000.0,Unknown,Others,Health
HighRadius,2020,Hyderabad,saas,1785714.29,Series B,Series_Stage,Saas
Chai Kings,2020,Chennai,beverage,14285.71,Unknown,Others,Restaurant
Rivigo,2020,Gurugram,logistics,48571.43,Series F,Series_Stage,Transportation
BuildPan,2020,Indore,saas,4710672.330723327,Seed Round,Others,Saas
Shiksha,2020,Unknown,edtech,2585.71,Unknown,Others,Technology
Super Surfaces,2020,Hyderabad,deisgning,7142.86,Series A,Series_Stage,Others
Quicko,2020,Ahmedabad,taxation,4000.0,Unknown,Others,Finance
Satin Creditcare,2020,Gurgaon,fintech,214285.71,Unknown,Others,Technology
XpressBees,2020,Unknown,logistics,142857.14,Unknown,Others,Transportation
FarmERP,2020,Pune,agritech,4710672.330723327,Series A,Series_Stage,Technology
Wealth Bucket,2020,Unknown,fintech,42857.14,Unknown,Others,Technology
GoMechanic,2020,Delhi,automobile technology,210000.0,Series B,Series_Stage,Technology
Fashor,2020,Chennai,fashion,14285.71,Pre Series A,Pre_Series Stage,Beauty
Leverage Edu,2020,Delhi,edtech,21428.57,Unknown,Others,Technology
EpiFi,2020,Unknown,fintech,188571.43,Seed Round,Others,Technology
Purplle,2020,Mumbai,cosmetics,114285.71,Unknown,Others,Beauty
Shuttl,2020,Delhi,transport,114900.0,Series C,Series_Stage,Transportation
Pando,2020,Chennai,logitech,128571.43,Series A,Series_Stage,Technology
Aqgromalin,2021,Chennai,agritech,2857.14,Unknown,Others,Technology
Krayonnz,2021,Bangalore,edtech,1428.57,Pre Seed,Pre_Seed Stage,Technology
PadCare Labs,2021,Pune,hygiene management,4710672.330723327,Pre Seed,Pre_Seed Stage,Management
NCOME,2021,New Delhi,escrow,5714.29,Unknown,Others,Others
Gramophone,2021,Indore,agritech,4857.14,Unknown,Others,Technology
qZense,2021,Bangalore,agritech,8571.43,Seed,Seed Stage,Technology
MyClassboard,2021,Hyderabad,edtech,8571.43,Pre Series A,Pre_Series Stage,Technology
Metvy,2021,Gurgaon,networking platform,4710672.330723327,Pre Series,Others,Networking
Rupeek,2021,Bangalore,fintech,642857.14,Series C,Series_Stage,Technology
Gig India,2021,Pune,crowdsourcing,14285.71,Pre Series A,Pre_Series Stage,Finance
Slurrp Farm,2021,Gurgaon,food & bevarages,28571.43,Series A,Series_Stage,Restaurant
Medfin,2021,Bangalore,healthtech,4710672.330723327,Series A,Series_Stage,Technology
MasterG,2021,New Delhi,fashion startup,4710672.330723327,Unknown,Others,Beauty
Brila 91,2021,New Delhi,food & bevarages,17142.86,Unknown,Others,Restaurant
FoodyBuddy,2021,Belgaum,food industry,8571.43,Unknown,Others,Restaurant
Zomato,2021,Gurgaon,food delivery,9428571.43,Unknown,Others,Restaurant
OurEye.ai,2021,Bangalore,virtual auditing startup,1714.29,Unknown,Others,Startup
Shiprocket,2021,New Delhi,e-commerce,107142.86,Series C,Series_Stage,Others
Pine Labs,2021,Noida,fintech,4710672.330723327,Unknown,Others,Technology
Moneyboxx Finance,2021,New Delhi,fintech,14285.71,Unknown,Others,Technology
EWar,2021,Bangalore,gaming,4710672.330723327,Pre Series A,Pre_Series Stage,Others
SucSEED Indovation,2021,Hyderabad,fintech,71428.57,Unknown,Others,Technology
TaxBuddy.com,2021,Mumbai,fintech,14285.71,Unknown,Others,Technology
Awign Enterprises,2021,Bangalore,work fulfillment,7142.86,Unknown,Others,Others
Circle of Angels,2021,Gurgaon,fintech,42857.14,Unknown,Others,Technology
CoinDCX,2021,Mumbai,fintech,142857.14,Series B,Series_Stage,Technology
Glance,2021,Bangalore,ai startup,2071428.57,Unknown,Others,Ai
VerSe Innovation,2021,Bangalore,telecommunication,1428571.43,Unknown,Others,Others
Voosh,2021,Bangalore,food industry,4710672.330723327,Pre Seed,Pre_Seed Stage,Restaurant
Delhivery,2021,Gurgaon,e-commerce,4710672.330723327,Unknown,Others,Others
Arya,2021,Noida,agritech,300000.0,Series B,Series_Stage,Technology
Pickrr,2021,New Delhi,logistics,57142.86,Unknown,Others,Transportation
PhonePe,2021,Andheri,fintech,285714.29,Unknown,Others,Technology
Countingwell,2021,Bangalore,edtech,14285.71,Pre Series A,Pre_Series Stage,Technology
Callify.ai,2021,Mumbai,tech startup,8000.0,Seed,Seed Stage,Technology
Hudle,2021,New Delhi,sports,4710672.330723327,Pre Series A,Pre_Series Stage,Sports
Cover it Up,2021,Chennai,e-commerce,5714.29,Seed,Seed Stage,Others
BiteSpeed,2021,Gurgaon,e-commerce,3928.57,Seed,Seed Stage,Others
WakeFit,2021,Bangalore,retail,285714.29,Series B,Series_Stage,Ai
Sreyas Holistic Remedies,2021,Hyderabad,medtech,14285.71,Unknown,Others,Technology
Fleeca India,2021,Jaipur,tyre management,4710672.330723327,Unknown,Others,Management
M1xchange,2021,Gurgaon,fintech,64285.71,Unknown,Others,Technology
Exotel,2021,Bangalore,cloud company,71428.57,Unknown,Others,Others
PagarBook,2021,Bangalore,software company,214285.71,Series A,Series_Stage,Saas
PointOne Capital,2021,Bangalore,venture capitalist,4710672.330723327,Unknown,Others,Finance
Ayana,2021,Bangalore,renewable player,5571428.57,Unknown,Others,Others
Fisdom,2021,Bangalore,fintech,100000.0,Unknown,Others,Technology
Tinker Coders,2021,Noida,edtech,4710672.330723327,Seed,Seed Stage,Technology
Infinite Uptime,2021,Pune,iot startup,72857.14,Series B,Series_Stage,Startup
HappyLocate,2021,Bangalore,saas startup,7142.86,Pre Series A,Pre_Series Stage,Saas
PhonePe,2021,New Delhi,fintech,10000000.0,Unknown,Others,Technology
Loop Health,2021,Pune,healthtech,32857.14,Seed,Seed Stage,Technology
NeoDocs,2021,Mumbai,healthtech,4710672.330723327,Pre Seed,Pre_Seed Stage,Technology
The ePlane,2021,Chennai,aero company,4710672.330723327,Seed,Seed Stage,Others
TagMango,2021,Mumbai,marketing company,10000.0,Seed,Seed Stage,Marketing
The New Shop,2021,New Delhi,retail startup,7142.86,Seed,Seed Stage,Ai
MobiKwik,2021,Gurgaon,fintech,100000.0,Unknown,Others,Technology
DebugsBunny,2021,Pune,edtech,1428.57,Unknown,Others,Technology
BHIVE Investech,2021,Bangalore,co-working startup,14285.71,Seed,Seed Stage,Startup
Rivigo,2021,Gurgaon,logistics,271428.57,Unknown,Others,Transportation
ZipLoan,2021,New Delhi,finance company,42857.14,Unknown,Others,Finance
Swipez,2021,Pune,fintech,4710672.330723327,Unknown,Others,Technology
Humus,2021,Bangalore,agritech,4710672.330723327,Unknown,Others,Technology
Artivatic.ai,2021,Bangalore,tech company,4710672.330723327,Unknown,Others,Technology
Prescinto,2021,Ahmedabad,solar monitoring company,4710672.330723327,Seed,Seed Stage,Others
Toppeq,2021,Mumbai,saas startup,4710672.330723327,Seed,Seed Stage,Saas
Bolo Indya,2021,Gurgaon,video sharing platform,5714.29,Unknown,Others,Technology
Bombay Play,2021,Bangalore,gaming startup,14285.71,Seed,Seed Stage,Startup
FreshToHome,2021,Bangalore,e-commerce,4710672.330723327,Unknown,Others,Others
KIKO TV,2021,Mumbai,video streaming platform,4710672.330723327,Seed,Seed Stage,Technology
Atomberg Technologies,2021,Mumbai,consumer appliances,128571.43,Series B,Series_Stage,Technology
DealShare,2021,Jaipur,e-commerce,300000.0,Series C,Series_Stage,Others
Smallcase,2021,Bangalore,fintech,4710672.330723327,Unknown,Others,Technology
CueMath,2021,Bangalore,edtech,571428.57,Series C,Series_Stage,Technology
Gamerji,2021,Ahmedabad,gaming startup,4710672.330723327,Seed,Seed Stage,Startup
5C Network,2021,Bangalore,healthtech,17142.86,Pre Series A,Pre_Series Stage,Technology
Ethereum Push Notification Service,2021,Mumbai,blockchain startup,10714.29,Seed,Seed Stage,Ai
Mihup,2021,Kolkata,conversational ai platform,21428.57,Series A,Series_Stage,Ai
RuralBasket,2021,Tirunelveli,e-commerce,7142.86,Unknown,Others,Others
WayCool Foods,2021,Chennai,agritech,111428.57,Debt,Debt Stage,Technology
Infra.Market,2021,Thane,real estate,285714.29,Series B,Series_Stage,Real estate
Info Edge Venture,2021,Noida,venture capitalist,714285.71,Unknown,Others,Finance
Clovia,2021,Noida,e-commerce,57142.86,Pre Series C,Others,Others
Codingal,2021,Bangalore,edtech,8000.0,Seed,Seed Stage,Technology
CRED,2021,Bangalore,finance company,1142857.14,Series C,Series_Stage,Finance
Vistaar Finance,2021,Bangalore,finance company,428571.43,Unknown,Others,Finance
Let's Dive,2021,Bangalore,saas platform,24285.71,Unknown,Others,Saas
Habitat,2021,Unknown,edtech,8571.43,Seed,Seed Stage,Technology
SAWO Labs,2021,Mumbai,saas platform,8571.43,Seed,Seed Stage,Saas
Signzy,2021,Bangalore,ai platform,42857.14,Unknown,Others,Ai
KopyKitab,2021,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Kyt,2021,Singapore,edtech,35714.29,Unknown,Others,Technology
Raskik,2021,Unknown,fusion beverages,14285.71,Pre Series A,Pre_Series Stage,Restaurant
GetWork,2021,Gurugram,hr tech,571.43,Pre Seed,Pre_Seed Stage,Technology
Mobile Premier League (MPL),2021,Bangalore,gaming,7142.86,Series B,Series_Stage,Others
Pravasirojgar,2021,Unknown,job portal,471428.57,Unknown,Others,Others
Omatra Hotels,2021,Kolkata,hospitality,4710672.330723327,Seed,Seed Stage,Others
Awign,2021,Bangalore,job portal,4710672.330723327,Pre Series B,Others,Others
NewsReach,2021,Gujarat,digital media,21428.57,Seed,Seed Stage,Others
Cashfree,2021,Bangalore,fintech,500000.0,Series B,Series_Stage,Technology
Credgenics,2021,New Delhi,fintech,42857.14,Pre Series A,Pre_Series Stage,Technology
GeoIQ,2021,Bangalore,ai startup,4285.71,Seed,Seed Stage,Ai
Country Delight,2021,Haryana,dairy startup,357142.86,Series C,Series_Stage,Farming
Quintype,2021,Bangalore,content management,50000.0,Series A,Series_Stage,Management
CARS24,2021,Haryana,retail,2857142.86,Series E,Series_Stage,Ai
Astrogate Labs,2021,Bangalore,spacetech,4710672.330723327,Unknown,Others,Technology
Power Gummies,2021,New Delhi,healthtech,4710672.330723327,Bridge,Later Stage,Technology
Cityflo,2021,Mumbai,transportation,100000.0,Series A,Series_Stage,Transportation
AlgoBulls,2021,Mumbai,trading platform,2857.14,Unknown,Others,Others
Credgenics,2021,Gurugram,fintech,42857.14,Pre Series A,Pre_Series Stage,Technology
Inntot,2021,Kerala,tech company,4710672.330723327,Unknown,Others,Technology
Ensuredit,2021,Gurugram,fintech,4285.71,Pre Series A,Pre_Series Stage,Technology
Shipsy,2021,Gurugram,ai company,85714.29,Series A,Series_Stage,Ai
ERPNext,2021,Mumbai,tech company,14285.71,Unknown,Others,Technology
LightSpeedAI,2021,Bangalore,photonics startup,4710672.330723327,Unknown,Others,Startup
Grip Invest,2021,Gurugram,fintech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Unacademy,2021,Bangalore,edtech,4710672.330723327,Unknown,Others,Technology
Yellow Classes,2021,Gurugram,edtech,18571.43,Pre Series A,Pre_Series Stage,Technology
Plum,2021,Bangalore,healthtech,58571.43,Unknown,Others,Technology
STAGE,2021,Indore,entertainment,14285.71,Unknown,Others,Social
Nykaa,2021,Mumbai,cosmetics,4710672.330723327,Unknown,Others,Beauty
Kaagaz Scanner,2021,Unknown,scanning app,8214.29,Unknown,Others,Technology
NIRA,2021,Bangalore,fintech,14285.71,Unknown,Others,Technology
Prolixr,2021,Gurugram,skincare startup,4710672.330723327,Seed,Seed Stage,Transportation
Byju's,2021,Bangalore,edtech,2857142.86,Unknown,Others,Technology
DaMENSCH,2021,Bangalore,e-commerce,85714.29,Unknown,Others,Others
Country Delight,2021,Haryana,food and beverages,357142.86,Series C,Series_Stage,Restaurant
SignalX,2021,Hyderabad,ai startup,11428.57,Seed,Seed Stage,Ai
Lancify,2021,Bangalore,edtech,4285.71,Unknown,Others,Technology
Krimanshi,2021,Jodhpur,biotechnology company,8571.43,Seed,Seed Stage,Technology
Instoried,2021,Bangalore,ai startup,14285.71,Pre Series A,Pre_Series Stage,Ai
PlayerzPot,2021,Mumbai,gaming startup,42857.14,Series A,Series_Stage,Startup
Instamojo,2021,Bangalore,fintech,4710672.330723327,Unknown,Others,Technology
Turtlemint,2021,Mumbai,healthtech,428571.43,Unknown,Others,Technology
Arata,2021,New Delhi,e-commerce,14285.71,Pre Series A,Pre_Series Stage,Others
MPL,2021,Bangalore,gaming startup,71428.57,Unknown,Others,Startup
True Balance,2021,Gurugram,fintech,400000.0,Unknown,Others,Technology
Thrive,2021,Mumbai,foodtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Kitchens Centre,2021,New Delhi,proptech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Prescribe,2021,Chennai,healthtech,1428.57,Unknown,Others,Technology
Nepra,2021,Ahmedabad,cleantech,257142.86,Series C,Series_Stage,Technology
inFeedo,2021,Gurugram,saas startup,45714.29,Unknown,Others,Saas
Shilpa Sciences,2021,Bangalore,healthtech,4710672.330723327,Pre Series A,Pre_Series Stage,Technology
Arzooo,2021,Bangalore,tech startup,4710672.330723327,Unknown,Others,Technology
MindTickle,2021,Pune,saas platform,1428571.43,Debt,Debt Stage,Saas
Slice,2021,Bangalore,fintech,71428.57,Debt,Debt Stage,Technology
Rapawalk,2021,Bangalore,e-commerce,4285.71,Seed,Seed Stage,Others
Oga Fit's,2021,Bangalore,fitness startup,4710672.330723327,Pre Series A,Pre_Series Stage,Health
